,text,retweetCount
4488,Please say something: @SriSri @ArtofLiving @yogrishiramdev . Will you? #demonetization #CurrencyCrisis https://t.co/qaDyN7sKqy,0
4489,"RT @GodrejGroup: Despite #demonetization, India and Godrej can expect good growth next year, says our Group Chairman, Mr. Adi Godrej. https…",6
4490,"RT @madskak: Before the Bypolls, this will decide #Demonetization of Modi !

After the results, Bypolls has nothing to do with #Demonetizat…",49
4491,#SC issued notice on transfer and stay petitions filed by centre to transfer all matters relating to #demonetization to one court. No Stay.,1
4492,"RT @vaishaliishere: Stopping supply of condoms will stop prostitution. 
#DeMonetization logic",10
4493,"RT @TheDarjChron: #Demonetization Effect: 222 Naxals Surrender in Odisha 

Read: https://t.co/rFk0qMFchy https://t.co/46khsz6lqt",7
4494,I had tried to understand why the PM was avoiding parliament to defend #demonetization. Couldn't think why a... https://t.co/hKJv3teesS,0
4495,@DasShaktikanta by supporting featurephones are u not making banking system more vulnerable as they are known 2 b less safe #demonetization,0
4496,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
4497,Economic Affairs Secretary @DasShaktikanta is as famous as our PM @narendramodi after announcing of #Demonetization of notes.,0
4498,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
4499,just looking at this poster I'm sure it's not just the #demonetization that's the reason https://t.co/odNbLI8Nrf,0
4500,"RT @TheDarjChron: #DEMONETIZATION EFFECT: 21 lakh tea, jute workers set to join banking system
Writes: Pratim Ranjan Bose

Read: https://t.…",15
4501,These are the people whose #blackmoney @BJP4India wanted to bring out and give to Gujarati billionaires!… https://t.co/x6JhPWNEHR,0
4502,"No kidding, the line stretches up until the bend, all other banks out of cash. #demonetization and to think this is… https://t.co/3IPuH7t9NN",0
4503,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
4504,"RT @IamRitzV: LOL!!
Real reason is #Demonetization
They have no money to celebrate his birthday!!
<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/sIVo5YMhJp",118
4505,"RT @MahikaInfra: @narendramodi
1st Phase deposits of #demonetization is ""The Real Currency Requirement"" of our nation as liquid cash
https:…",14
4506,"RT @JLLIndia: #Demonetization’s Impact On #Indian #Retail
https://t.co/nDxQ8QSVvk https://t.co/TEMrQtcsEz",3
4507,"RT @s_cartoons: Don't fall for rumours on #Demonetization. 
Follow @RBI, @PIB_India, @FinMinIndia for real news.

(Issued In Public Interes…",16
4508,"@CuriousKudi @narendramodi 
100<U+20B9> note could have been printed first
That's all
Im full supporting #demonetization 
Notes Not available",0
4509,RT @mcapitalheight: #Demonetization likely to wipe out farmers' gains: NCML:https://t.co/yQOm0bmbBN,2
4510,"RT @ShirishKunder: ""Minor inconvenience"" for ""major convenience"" of Vijay Mallya and friends. #demonetization https://t.co/4RMD7Fpfaw",520
4511,RT @JanLokPaal: Goes another @narendramodi claimed benefit of #Demonetization after Terrorists ensuring their supplies now Fakes too https:…,3
4512,"RT @ArunSFan: Why aren't rich standing in the queues? 
#Demonetisation #AfterEffects #Poll #demonetization #VoteNow  7/n",29
4513,RT @JaiveerShergill: Its turning out to be a Winter of Discontent thanks to the #demonetization scheme &amp; #BJP everyday spraying cold blast…,36
4514,RT @JaiveerShergill: Its turning out to be a Winter of Discontent thanks to the #demonetization scheme &amp; #BJP everyday spraying cold blast…,36
4515,RT @JaiveerShergill: Its turning out to be a Winter of Discontent thanks to the #demonetization scheme &amp; #BJP everyday spraying cold blast…,36
4516,RT @JaiveerShergill: Its turning out to be a Winter of Discontent thanks to the #demonetization scheme &amp; #BJP everyday spraying cold blast…,36
4517,RT @JaiveerShergill: Its turning out to be a Winter of Discontent thanks to the #demonetization scheme &amp; #BJP everyday spraying cold blast…,36
4518,RT @JaiveerShergill: Its turning out to be a Winter of Discontent thanks to the #demonetization scheme &amp; #BJP everyday spraying cold blast…,36
4519,RT @JaiveerShergill: Its turning out to be a Winter of Discontent thanks to the #demonetization scheme &amp; #BJP everyday spraying cold blast…,36
4520,RT @JaiveerShergill: Its turning out to be a Winter of Discontent thanks to the #demonetization scheme &amp; #BJP everyday spraying cold blast…,36
4521,RT @JaiveerShergill: Its turning out to be a Winter of Discontent thanks to the #demonetization scheme &amp; #BJP everyday spraying cold blast…,36
4522,RT @JaiveerShergill: Its turning out to be a Winter of Discontent thanks to the #demonetization scheme &amp; #BJP everyday spraying cold blast…,36
4523,RT @JaiveerShergill: Its turning out to be a Winter of Discontent thanks to the #demonetization scheme &amp; #BJP everyday spraying cold blast…,36
4524,RT @JaiveerShergill: Its turning out to be a Winter of Discontent thanks to the #demonetization scheme &amp; #BJP everyday spraying cold blast…,36
4525,RT @JaiveerShergill: Its turning out to be a Winter of Discontent thanks to the #demonetization scheme &amp; #BJP everyday spraying cold blast…,36
4526,RT @JaiveerShergill: Its turning out to be a Winter of Discontent thanks to the #demonetization scheme &amp; #BJP everyday spraying cold blast…,36
4527,RT @JaiveerShergill: Its turning out to be a Winter of Discontent thanks to the #demonetization scheme &amp; #BJP everyday spraying cold blast…,36
4528,RT @JaiveerShergill: Its turning out to be a Winter of Discontent thanks to the #demonetization scheme &amp; #BJP everyday spraying cold blast…,36
4529,RT @JaiveerShergill: Its turning out to be a Winter of Discontent thanks to the #demonetization scheme &amp; #BJP everyday spraying cold blast…,36
4530,RT @JaiveerShergill: Its turning out to be a Winter of Discontent thanks to the #demonetization scheme &amp; #BJP everyday spraying cold blast…,36
4531,"Read an article about benefit of #demonetization
But best thing was comments that followed it.. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/o9KrTK2Zfq",0
4532,RT @sudarsansand: My humble appeal to all to pl have patience and draw what they need from ATMs during this #Demonetization phase. My SandA…,762
4533,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
4534,"RT @YesIamSaffron: Must Watch
.
Delhities Standing in Long Bank Que's Praising PM Modi's #Demonetization &amp; Cursing Thug @ArvindKejriwal
htt…",960
4535,"Vegetable &amp; Fruit Grower's suffering more after #demonetization, need special provision's
@PMOIndia",3
4536,"RT @s_cartoons: Don't fall for rumours on #Demonetization. 
Follow @RBI, @PIB_India, @FinMinIndia for real news.

(Issued In Public Interes…",16
4537,"#Demonetization impact
Good News for Railway passengers
Read here - https://t.co/XZRgNEMIfA https://t.co/fDFLbgT5NR",0
4538,"Kejru's stand  
1st:revoke #demonetization 
then : err not sure and wild allegation
Now: if it works I will chant PM's name",0
4539,Is there an expected drop in advertising spends by consumer brands due to #demonetization. Will media houses see a slump next quarter,0
4540,The whole of India is coming to know whose wedding is scheduled for the day.. #Presstitutes #Demonetization special cover up,0
4541,"@Atheist_Krishna 
My Friend suffering from loose motion because of #Demonetization,  he was in ATM line and took 600 seconds to get money.",0
4542,RT @jairajp: …and the replacement RBI Governor hasn’t spoken even once for 2 weeks after initiating the World’s biggest #DeMonetization exe…,4
4543,To all Social media buds- considering the hue n cry on #demonetization do u think we can reach &gt;50% share for cashless transaction by 2019??,0
4544,RT @mcapitalheight: #Demonetization likely to wipe out farmers' gains: NCML:https://t.co/yQOm0bmbBN,2
4545,"Whether his data &amp; interpretations hold ground or not, one man has been on a roll with both of them. Intriguing twe… https://t.co/A4qQtVrSMY",0
4546,RT @jairajp: …and the replacement RBI Governor hasn’t spoken even once for 2 weeks after initiating the World’s biggest #DeMonetization exe…,4
4547,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
4548,"Have a look at the views of #celebrities on the recent #Demonetization move by #Government of #India

Like &amp; Share with everyone...",0
4549,"RT @s_cartoons: Don't fall for rumours on #Demonetization. 
Follow @RBI, @PIB_India, @FinMinIndia for real news.

(Issued In Public Interes…",16
4550,RT @iamShivaNaidu: #<U+0930><U+094B><U+0924><U+0921><U+0942>_<U+092E><U+094B><U+0926><U+0940>  : Aam Aadmi  (#AAP) is stressful and nation fooling in name of #Demonetization ! #iStillStandWithModi,2
4551,"RT @MiraPokhrel: @mirapokhrel at least they could provide some sitting arrangements for senior citizens in the line!
#demonetization
#peopl…",1
4552,"RT @jay_ambadi: That awkward moment when even #Swarajya find it necessary to point out Modi's mistakes on #Demonetization 
https://t.co/njH…",5
4553,#Demonetization: A Nightmare for the Common Populace https://t.co/wK6EsprBmf https://t.co/zr74erdNtc,1
4554,#Demonetization likely to wipe out farmers' gains: NCML:https://t.co/yQOm0bmbBN,2
4555,"RT @jay_ambadi: That awkward moment when even #Swarajya find it necessary to point out Modi's mistakes on #Demonetization 
https://t.co/njH…",5
4556,"RT @madskak: Before the Bypolls, this will decide #Demonetization of Modi !

After the results, Bypolls has nothing to do with #Demonetizat…",49
4557,RT @kanimozhi: India will get windfall profit of whooping 4 Lakh crores in 30 days due to #demonetization Why people like AK Pappu &amp; Mamata…,105
4558,RT @SrinagarTimes_: Fresh currency notes recovered from slain militants in Bandipora #Kashmir  #Demonetization,3
4559,"RT @s_cartoons: Don't fall for rumours on #Demonetization. 
Follow @RBI, @PIB_India, @FinMinIndia for real news.

(Issued In Public Interes…",16
4560,"RT @LangaMahesh: Farmers in Surat protesting against #demonetization, as cash crunch has almost crippled rural economy in south Guj. @the_h…",451
4561,"Just in case, you had doubts about the #demonetization move, profound clarity comes from ex-IITian, ex-IRS, soon to… https://t.co/lWyZXAaACJ",0
4562,"RT @jay_ambadi: That awkward moment when even #Swarajya find it necessary to point out Modi's mistakes on #Demonetization 
https://t.co/njH…",5
4563,#Demonetization has given opposition parties an opportunity to show their solidarity in their fight FOR corruption!,0
4564,Arun Jaitley Emphasizes On The Advantage Of Demonetization https://t.co/nLKyG4ndyl @Arun Jaitley<U+200B> #Demonetization,0
4565,"RT @ArunSFan: Why aren't rich standing in the queues? 
#Demonetisation #AfterEffects #Poll #demonetization #VoteNow  7/n",29
4566,RT @Devinder_Sharma: If Rs 3 lakh cr expected from #demonetization is a 'windfall' what would we term Rs 6.23-lk cr tax exemptions to India…,115
4567,"RT @DrGPradhan: New trick by @IndiaToday to scare people.

@aroonpurie Before #demonetization ATMs cleaned by Dettol?

STD by ATM? Where is…",305
4568,"RT @jay_ambadi: That awkward moment when even #Swarajya find it necessary to point out Modi's mistakes on #Demonetization 
https://t.co/njH…",5
4569,RT @ranjithrajvasam: #DeMonetization in 5 seconds! https://t.co/C52xy5TNDI,4
4570,"That awkward moment when even #Swarajya find it necessary to point out Modi's mistakes on #Demonetization 
https://t.co/njH6VtddP4",5
4571,"@Atheist_Krishna @ArvindKejriwal @ndtv 
Wait and he will claim that this is all because #Demonetization..",0
4572,Pre-1991 India indeed! #Demonetization or #CurrencyReplacement https://t.co/nTBhf0FGL2,0
4573,"#Demonetization Effect: 222 Naxals Surrender in Odisha 

Read: https://t.co/rFk0qMFchy https://t.co/46khsz6lqt",7
4574,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
4575,"RT @myvotetoday: So #CJIThakur says there will be riots due to #DeMonetization Qs
.
No #SpicesNSecrets 
.
No riots due to citizens #Waiting…",23
4576,"RT @madskak: Before the Bypolls, this will decide #Demonetization of Modi !

After the results, Bypolls has nothing to do with #Demonetizat…",49
4577,"RT @Karthick2668: #Demonetization, Opposition is all at sea | #MamtaKejriXposed Saradha $200bn Arvind 200 cr Thought Process https://t.co/e…",2
4578,#demonetization  Are the poor really suffering? ISB profs ponder over the question. https://t.co/OTum4jaVFB,0
4579,"#Demonetization, Opposition is all at sea | #MamtaKejriXposed Saradha $200bn Arvind 200 cr Thought Process https://t.co/eTlgvKLAAj",2
4580,The latest SUSHIL PANDIT ! https://t.co/LqjivbAr6K #demonetization,0
4581,"RT @YesIamSaffron: Must Watch
.
Delhities Standing in Long Bank Que's Praising PM Modi's #Demonetization &amp; Cursing Thug @ArvindKejriwal
htt…",960
4582,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
4583,"RT @madskak: Before the Bypolls, this will decide #Demonetization of Modi !

After the results, Bypolls has nothing to do with #Demonetizat…",49
4584,"RT @tweepul: Even if you're 100% white money &amp; even if you're unaffected, this #demonetization move has given a lot of folks a reason to pa…",48
4585,"RT @DrGPradhan: New trick by @IndiaToday to scare people.

@aroonpurie Before #demonetization ATMs cleaned by Dettol?

STD by ATM? Where is…",305
4586,"RT @DrGPradhan: New trick by @IndiaToday to scare people.

@aroonpurie Before #demonetization ATMs cleaned by Dettol?

STD by ATM? Where is…",305
4587,#demonetization crisis much? <ed><U+00A0><U+00BD><ed><U+00B8><U+008B> #BarrelsNBones #Goa #Panaji #Steakhouse #FoodInGoa https://t.co/77HU8Vk8Uw,0
4588,"#Demonetization – Sufferings, Illusion and Death of Democracy https://t.co/sYaMo8a2zM #articles #exclusive #dollar",1
4589,RT @jairajp: …and the replacement RBI Governor hasn’t spoken even once for 2 weeks after initiating the World’s biggest #DeMonetization exe…,4
4590,RT @bhaiyyajispeaks: RT if you support #Demonetization and Favorite if you are against it!,894
4591,@MamataOfficial waiting for mumataz begum to blame his death on #Demonetization #ChorMachayeShor,0
4592,"RT @abhic_1983: @SitaramYechury Continue with your rants against #demonetization 
People of Bengal has answered you. LOL Salaam. https://t.…",19
4593,RT @jairajp: …and the replacement RBI Governor hasn’t spoken even once for 2 weeks after initiating the World’s biggest #DeMonetization exe…,4
4594,"RT @TheDarjChron: #DEMONETIZATION EFFECT: 21 lakh tea, jute workers set to join banking system
Writes: Pratim Ranjan Bose

Read: https://t.…",15
4595,"RT @1Patelzuber: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat ! #Demonetization 
https://t.co/Uc6jrbvUNE 
https:…",24
4596,#Demonetization Mr Nalin Kohli you dont have to stand in queues to withdraw cash Ask the dead's relatives about the hardship they are facing,0
4597,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
4598,"RT @renu_18: Bad thing is
The position of Worthless Unpaid Hubbies surviving on wife's money remains same aftr #demonetization &amp; r free to…",43
4599,RT @Savitri4Ever: I took part in the survey on @narendramodi App &amp; shared my opinion on #Demonetization. You can also do it now! https://t.…,1
4600,…and the replacement RBI Governor hasn’t spoken even once for 2 weeks after initiating the World’s biggest… https://t.co/9zt1nzNruf,4
4601,"RT @TheDarjChron: #DEMONETIZATION EFFECT: 21 lakh tea, jute workers set to join banking system
Writes: Pratim Ranjan Bose

Read: https://t.…",15
4602,"RT @TheDarjChron: #DEMONETIZATION EFFECT: 21 lakh tea, jute workers set to join banking system
Writes: Pratim Ranjan Bose

Read: https://t.…",15
4603,"RT @tjain2016: @narendramodi <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> I'm with you, 
#Demonetization was a good decision against Corruption, but why it was not planned and execut…",27
4604,We should bring smile on everyone in queue by #WithdrawUpto1000FromATM #Demonetization #Abhi,0
4605,Some positives of #demonetization ... https://t.co/1CROg3NzSe,0
4606,"RT @renu_18: Bad thing is
The position of Worthless Unpaid Hubbies surviving on wife's money remains same aftr #demonetization &amp; r free to…",43
4607,#Abhi Please don’t hoard cash #WithdrawUpto1000FromATM #Demonetization,0
4608,"RT @RenukaJain6: Respected Supreme Court please check if this can also cause Riots. Kindly check with @ArvindKejriwal 

#demonetization 
#S…",415
4609,Don’t hoard cash #WithdrawUpto1000FromATM #Demonetization #Abhi,0
4610,RT @Being_Humor: Is it true that @ArvindKejriwal is so aggressive against #demonetization because businessmen have promised certain percent…,238
4611,#Abhi Let’s put Cash in every wallet #WithdrawUpto1000FromATM #Demonetization,0
4612,"#DEMONETIZATION EFFECT: 21 lakh tea, jute workers set to join banking system
Writes: Pratim Ranjan Bose

Read:… https://t.co/XtlwhQ5cw3",15
4613,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
4614,Please #WithdrawUpto1000FromATM #Demonetization #Abhi,0
4615,RT @anilkohli54: going by the reaction which party seems to have suffered max loss due to #demonetization,14
4616,"RT @s_cartoons: Don't fall for rumours on #Demonetization. 
Follow @RBI, @PIB_India, @FinMinIndia for real news.

(Issued In Public Interes…",16
4617,RT @kavita_krishnan: Modi cracks joke re common citizens' weddings hit by #demonetization - corrupt Reddy bro hosts multicrore wedding http…,291
4618,when union Minister family facing such trouble imagine the situation of common man @narendramodi #Demonetization https://t.co/7bMnPFuYTH,0
4619,"RT @s_cartoons: Don't fall for rumours on #Demonetization. 
Follow @RBI, @PIB_India, @FinMinIndia for real news.

(Issued In Public Interes…",16
4620,RT @prasanto: In which Calvin &amp; Hobbes plan #Demonetization https://t.co/CyyVY7FDcI,7
4621,"RT @renu_18: Bad thing is
The position of Worthless Unpaid Hubbies surviving on wife's money remains same aftr #demonetization &amp; r free to…",43
4622,PM's office must release funds to the families of people died due to #demonetization policy. #CashCleanUp #CashCrisis #blackmoneydrama,0
4623,Whatever one may call it but he keeps surprising opposition wch has failed to corner him with his wrongs… https://t.co/ymc6ghCS0x,1
4624,"RT @s_cartoons: Don't fall for rumours on #Demonetization. 
Follow @RBI, @PIB_India, @FinMinIndia for real news.

(Issued In Public Interes…",16
4625,"RT @s_cartoons: Don't fall for rumours on #Demonetization. 
Follow @RBI, @PIB_India, @FinMinIndia for real news.

(Issued In Public Interes…",16
4626,RT @coolfunnytshirt: Delhiites least affected by #demonetization &amp; long queues at ATMs. They are doing online transactions with free wi-fi…,260
4627,"Don't fall for rumours on #Demonetization. 
Follow @RBI, @PIB_India, @FinMinIndia for real news.

(Issued In Public… https://t.co/ER1q7ZYNqL",16
4628,RT @rajeev_mp: Today again #demonetization debate in Parlmnt stalled due to disruption ! <ed><U+00A0><U+00BD><ed><U+00B9><U+0084> i dont undrstnd why oppstn wants to stall its ow…,471
4629,RT @Awhadspeaks: This the true picture of our country #demonetization #JantaMaafNahiKaregi #<U+0928><U+094B><U+091F><U+092A><U+0930><U+091A><U+094B><U+091F> #CashCrisis https://t.co/jqinEpo1Bm,15
4630,"Modi.. Please stop this #demonetization blunder ASAP. 
People are dying daily 
<ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8>

https://t.co/77iVJyioce",0
4631,#Demonetization-VoteGainer/VoteLoser - ET is making all possible efforts to mislead people to call it a voteloser for Modi,0
4632,"RT @kanimozhi: Everyone seems to hate the rich, even the rich hates richer and the richer hates the richest. #Demonetization.",23
4633,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
4634,"RT @madskak: Before the Bypolls, this will decide #Demonetization of Modi !

After the results, Bypolls has nothing to do with #Demonetizat…",49
4635,"@mirapokhrel at least they could provide some sitting arrangements for senior citizens in the line!
#demonetization
#peoplesuffer",1
4636,RT @pragya_bhushan: #Demonetization of high value currency is just beginning of government’s deep and continuous struggle against black mon…,14
4637,RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the people's support on #DeMonetization. It should be abov…,123
4638,"RT @madskak: Before the Bypolls, this will decide #Demonetization of Modi !

After the results, Bypolls has nothing to do with #Demonetizat…",49
4639,PM's office must release funds to the families of people died due to #demonetization policy. #CashCleanUp #CashCrisis,0
4640,"#Demonetization let’s shorten long queues at ATM, by limiting our ATM withdrawals to Rs.1000/- only #WithdrawUpto1000FromATM",0
4641,.@MamataOfficial @AITCofficial Mamata Banerjee to Lead Protests Against #Demonetization https://t.co/Dkpq12tPHp,0
4642,"Let’s bring smile on more faces, by withdrawing only Rs.1000/- from ATM #WithdrawUpto1000FromATM #Demonetization",0
4643,"Rush at banks post #demonetization has cashiers 'weeping', complain #bank unions
https://t.co/LX2o1fR0pa",0
4644,"A must read piece on #demonetization by @PritishNandy in today's @MumbaiMirror ""Fighting corruption? Right""  https://t.co/dQT9w7wKKv",8
4645,#Demonetization  Bridge disparity and disappointments among fellow citizen by limiting our ATM withdrawal’s up to Rs.1000/-only,0
4646,"RT @barbarindian: #demonetization #bulletin 
Severe liquidity crisis continues. Dire shortage of 500. Reconfigured ATMs useless bcoz - 2000…",45
4647,#tvselectronics upper freeze @109. Beneficiary of #DeMonetization. And guess what if it bought by an organic farmer.,0
4648,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
4649,#Demonetization Spread Joy to everyone in queue by withdrawing only Rs.1000/- from ATM #WithdrawUpto1000FromATM,0
4650,"RT @ingujaratinfo: #Gujarat celebs share their cash crunch woes https://t.co/CFziUm4nAu #Demonetization @MalharThakar
@dhwanigautam @bhhakt…",2
4651,Proud to be a tax payer. Tables turning.Ache din coming.@narendramodi #Demonetizationeffect #demonetization #ModiFightsCorruption,0
4652,#WithdrawUpto1000FromATM Please Limit your withdrawals to Rs1000 only from ATM #Demonetization,0
4653,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
4654,"#Demonetization You can solve No-Cash, Long Queue Issues, so please limit your ATM withdrawals up to Rs.1000/- only #WithdrawUpto1000FromATM",0
4655,#Demonetization Let’s Make ATM’s free from queue’s #WithdrawUpto1000FromATM,0
4656,Please take part in this survey &amp; give your valuable input on #Demonetization . PM has asked your first hand... https://t.co/mK5Pyt79oF,1
4657,"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",132
4658,RT @SGGeet: Honest ppl r not suffering cos of #demonetization .. Thy r suffering cos of poor fund circulation.,3
4659,"RT @Tanim0104: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat ! #Demonetization 
https://t.co/UQeOf6ylMi 
https://…",7
4660,"#demonetization - https://t.co/WiLp50psmg Demonetization: Parliament washed out, Babul Supriyo says 'no need for Daddy to be present'",0
4661,"Farmer suicides are back. Farmer kills self bcz of #demonetization 
#NoteNahiPMBadlo",0
4662,"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",954
4663,#Demonetization may well have been a diversionary tactic https://t.co/LK80WQawaT,0
4664,#demonetization - https://t.co/QkY50WIGuv India's rupee demonetization could spark a new digital economy in the cash-reliant country — Qu,0
4665,#demonetization Govts move made more damage to the economy than oppsn stalling the parliament Govt should stand up and take notice.,0
4666,#demonetization - https://t.co/sTjiSZaTst Demonetization will result in brighter future: PM Modi,0
4667,#demonetization - https://t.co/ljha0rZiK8 Demonetization will result in brighter future: PM Modi,0
4668,"#demonetization - https://t.co/f71Q98VBMo Demonetization: Parliament washed out, Babul Supriyo says 'no need for Daddy to be present'",0
4669,"#demonetization - https://t.co/qBJoWmXeTs Demonetization: Parliament washed out, Babul Supriyo says 'no need for Daddy to be present'",0
4670,#demonetization - https://t.co/Js65COYCoK India's rupee demonetization could spark a new digital economy in the cash-reliant country — Qu,0
4671,#demonetization - https://t.co/oJCUj0dScA Demonetization will result in brighter future: PM Modi,0
4672,"@vaidehisachin This is reason why we need #demonetization 
All hard earned money of Parents taken by Engg Colleges… https://t.co/m3QcYdGjaQ",0
4673,RT @assassinsps: #<U+0905><U+092C><U+0915><U+0940>_<U+0926><U+092B><U+093E>_<U+0915><U+0947><U+091C><U+0930><U+0940>_<U+092C><U+0947><U+0935><U+092B><U+093E> no one cares about #Kejriwal as we know the fact of #demonetization #ModiFightsCorruption. We wnt #k…,2
4674,RT @MinIT_Telangana: Telangana govt's innovative solution to help farmers affected due to #Demonetization: https://t.co/NVv7slCcpr,42
4675,RT @dpurkayastha: Following #Demonetization of Rs500/1K notes and launch of Rs2K notes... https://t.co/oH96iTuvsk … https://t.co/xKfcZcdiaa,2
4676,RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,120
4677,"There is always first time for everything.. This time, it's politicians coming out on road for rally.. And no Common men.. #demonetization",0
4678,"RT @Tanim0104: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat ! #Demonetization 
https://t.co/UQeOf6ylMi 
https://…",7
4679,"You're right, but these people didn't fund the 20000 crore election 2014 budget so Modi doesn't care about them!… https://t.co/BbeF811l0A",0
4680,RT @jairajp: …and modi ji’s Finance Minister Jaitley Lies to the Core to Justify #DeMonetization… https://t.co/gs7yLt0aws,6
4681,@Hirav_25 @narendramodi Honest people need to support this #demonetization drive. It's now or never! #PM must address hardship to common man,0
4682,"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",132
4683,"Agree Bhaven Kachhi sir... as usual superb familiarize article about #Demonetization 
#myFavWriter https://t.co/agayzaV5DI",0
